Date_Purchase	Id_purchase	Id_client	Date_of_birth	Sex_client	Store	Region	Canal	Gender	Type_purchase	Quantity	Discount	Pay	Second_purchase
3/3/2022 0:00	FPE-382	1017203159	NULL	F	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	149900	1
3/3/2022 0:00	FPE-382	1017203159	NULL	F	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	159900	1
3/3/2022 0:00	FPE-382	1017203159	NULL	F	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	125966	0	1
3/12/2022 0:00	FPE-924	1017203709	44632	No Informado	609	ENVIGADO	Superdry	MASCULINO	CAMISETA	1	0	149900	0
2/12/2022 0:00	FP -12722	101720397	44604	No Informado	609	ENVIGADO	Superdry	MASCULINO	MORRAL	1	0	199900	0
5/17/2022 0:00	1209RM 00019360	1017204305	44697	No Informado	209	ONLINE	Superdry	FEMENINO	CAMISETA	1	0	139900	0
5/17/2022 0:00	1209RM 00019360	1017204305	44697	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	0
5/17/2022 0:00	1209RM 00019360	1017204305	44697	No Informado	209	ONLINE	Superdry	FEMENINO	CAMISETA	1	0	99899	0
5/17/2022 0:00	1209RM 00019360	1017204305	44697	No Informado	209	ONLINE	Superdry	FEMENINO	CAMISETA	1	83950	15950	0
5/17/2022 0:00	1209RM 00019360	1017204305	44697	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
4/27/2022 0:00	1209RM 00018485	1017204781	44677	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
4/27/2022 0:00	1209RM 00018485	1017204781	44677	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	0
4/27/2022 0:00	1209RM 00018485	1017204781	44677	No Informado	209	ONLINE	Superdry	MASCULINO	BUZO	1	123960	185940	0
6/17/2022 0:00	FPE-3509	1017205237	33843	M	605	SABANETA	Superdry	MASCULINO	BUZO	1	94084	141126	0
6/17/2022 0:00	FPE-3509	1017205237	33843	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	50386	75581	0
4/4/2022 0:00	FPE-874	1017205491	NULL	M	622	BELLO	Superdry	MASCULINO	BUZO	1	47042	223920	0
4/4/2022 0:00	FPE-874	1017205491	NULL	M	622	BELLO	Superdry	FEMENINO	BUZO	1	47042	223920	0
6/17/2022 0:00	FPE-2078	1017205863	NULL	F	622	BELLO	Superdry	FEMENINO	BUZO	1	100807	151210	1
6/17/2022 0:00	FPE-2078	1017205863	NULL	F	622	BELLO	Superdry	MASCULINO	BUZO	1	94084	141126	1
4/22/2022 0:00	FPE-859	1017205892	44673	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	139900	0
4/22/2022 0:00	FPE-859	1017205892	44673	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	23513	111920	0
4/22/2022 0:00	FPE-859	1017205892	44673	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	109900	0
5/28/2022 0:00	FPE-1197	1017206947	44737	No Informado	613	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	54580	64950	1
5/28/2022 0:00	FPE-1197	1017206947	44737	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	62983	74950	1
5/28/2022 0:00	FPE-1197	1017206947	44737	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	58782	69950	1
6/3/2022 0:00	FPE-1872	1017207263	29436	M	414	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	649900	0
5/25/2022 0:00	FPE-1659	1017207306	NULL	F	622	BELLO	Superdry	MASCULINO	BUZO	1	0	309900	0
6/17/2022 0:00	FPE-1641	1017207683	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	36942	55411	1
6/17/2022 0:00	FPE-1641	1017207683	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	53748	80622	1
6/17/2022 0:00	FPE-1641	1017207683	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	47026	70537	1
2/16/2022 0:00	FPE-1603	1017208386	33966	F	605	SABANETA	Superdry	MASCULINO	SANDALIAS	1	0	139900	0
2/16/2022 0:00	FPE-1603	1017208386	33966	F	605	SABANETA	Superdry	MASCULINO	SANDALIAS	1	0	99900	0
3/19/2022 0:00	FPE-680	1017208599	44639	F	622	BELLO	Superdry	FEMENINO	BUZO	1	25202	269910	0
3/11/2022 0:00	FPE-520	1017208913	NULL	M	622	BELLO	Superdry	MASCULINO	TENIS	1	0	352857	0
6/18/2022 0:00	1209RM 00021945	1017209871	44729	No Informado	209	ONLINE	Superdry	MASCULINO	CHAQUETA	1	247850	252050	1
1/30/2022 0:00	FP -6852	1017209943	41928	F	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	139900	0
4/2/2022 0:00	FPE-1260	1017210096	29319	M	607	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	47025	83940	0
4/2/2022 0:00	FPE-1260	1017210096	29319	M	607	MEDELLIN	Superdry	MASCULINO	ROPA DE BAÑO	1	0	219900	0
4/2/2022 0:00	FPE-1260	1017210096	29319	M	607	MEDELLIN	Superdry	MASCULINO	ROPA DE BAÑO	1	0	219900	0
4/2/2022 0:00	FPE-1260	1017210096	29319	M	607	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	18471	87920	0
4/2/2022 0:00	FPE-1260	1017210096	29319	M	607	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	159900	0
4/16/2022 0:00	FPE-1057	1017210382	NULL	F	622	BELLO	Superdry	FEMENINO	CHAQUETA	1	0	599900	0
3/12/2022 0:00	1209RM 00017378	1017210604	44631	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
3/12/2022 0:00	1209RM 00017378	1017210604	44631	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	44970	104931	0
3/12/2022 0:00	1209RM 00017378	1017210604	44631	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	0
5/15/2022 0:00	FPE-1508	1017210771	NULL	F	622	BELLO	Superdry	MASCULINO	BUZO	1	47042	223920	0
5/19/2022 0:00	FPE-1116	1017211032	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	BERMUDA	1	0	219900	1
1/18/2022 0:00	1209RM 00014659	1017212146	44850	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
1/18/2022 0:00	1209RM 00014659	1017212146	44850	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	1
1/18/2022 0:00	1209RM 00014659	1017212146	44850	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	64950	64950	1
5/10/2022 0:00	FPE-1635	1017212311	NULL	F	607	MEDELLIN	Superdry	MASCULINO	SUDADERA	1	0	309900	0
3/11/2022 0:00	FPE-474	1017213184	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	TENIS	1	0	252017	0
2/7/2022 0:00	FP -1912	1017213384	NULL	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	54580	64950	1
2/7/2022 0:00	FP -1912	1017213384	NULL	F	622	BELLO	Superdry	MASCULINO	BUZO	1	94084	167940	1
3/3/2022 0:00	FPE-385	1017213446	NULL	M	613	MEDELLIN	Superdry	MASCULINO	SANDALIAS	1	0	99900	0
6/24/2022 0:00	FPE-2365	1017213497	NULL	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	149900	1
6/4/2022 0:00	FPE-2078	1017213908	NULL	F	602	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	139900	0
5/14/2022 0:00	FPE-1477	1017214333	34314	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	149900	0
5/14/2022 0:00	FPE-1477	1017214333	34314	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	159900	0
5/14/2022 0:00	FPE-1477	1017214333	34314	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	159900	0
6/17/2022 0:00	1209RM 00020937	1017214446	44729	No Informado	209	ONLINE	Superdry	MASCULINO	POLO	1	89194	90706	1
2/27/2022 0:00	FPE-1748	1017214448	29577	M	605	SABANETA	Superdry	MASCULINO	CHAQUETA	1	0	519900	0
1/24/2022 0:00	FP -22920	1017214669	33781	F	422	SABANETA	Diesel	FEMENINO	TENIS	1	0	499900	0
2/7/2022 0:00	1209RM 00015682	1017214773	44709	No Informado	209	ONLINE	Superdry	FEMENINO	BUZO	1	99960	149940	1
2/7/2022 0:00	1209RM 00015682	1017214773	44709	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
2/7/2022 0:00	1209RM 00015682	1017214773	44709	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	1
3/11/2022 0:00	FPE-161	1017215138	NULL	No Informado	413	MEDELLIN	Diesel	FEMENINO	TENIS	1	285681	428521	1
3/11/2022 0:00	FPE-161	1017215138	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	TENIS	1	235260	352892	1
3/11/2022 0:00	FPE-161	1017215138	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	JEAN	1	302487	453731	1
3/11/2022 0:00	FPE-161	1017215138	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	TENIS	1	302487	453731	1
6/17/2022 0:00	FPE-2059	1017215451	29532	No Informado	607	MEDELLIN	Superdry	MASCULINO	MORRAL	1	67194	100789	0
6/3/2022 0:00	FPE-1827	1017215477	NULL	No Informado	622	BELLO	Superdry	MASCULINO	BUZO	1	0	299900	0
1/17/2022 0:00	1209RM 00014262	1017215512	44576	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	1
1/17/2022 0:00	1209RM 00014262	1017215512	44576	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
1/17/2022 0:00	1209RM 00014262	1017215512	44576	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	55960	83940	1
3/22/2022 0:00	1208RM 00021356	1017215544	44639	No Informado	208	ONLINE	Diesel	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
3/22/2022 0:00	1208RM 00021356	1017215544	44639	No Informado	208	ONLINE	Diesel	MASCULINO	TENIS	1	104985	594914	1
1/3/2022 0:00	1208RM 00019483	1017215912	44859	No Informado	208	ONLINE	Diesel	NO APLICA	MATERIAL DE EMPAQUE	1	51	0	1
1/3/2022 0:00	1208RM 00019483	1017215912	44859	No Informado	208	ONLINE	Diesel	FEMENINO	TENIS	1	119980	479920	1
3/6/2022 0:00	FPE-1225	1017215930	36842	F	617	BOGOTA	Superdry	FEMENINO	CHAQUETA	1	0	659900	0
6/27/2022 0:00	FPE-2325	1017216360	NULL	No Informado	609	ENVIGADO	Superdry	MASCULINO	CAMISETA	1	0	129900	0
3/31/2022 0:00	FPE-2295	1017217752	34399	F	605	SABANETA	Superdry	FEMENINO	BUZO	1	0	299900	0
3/31/2022 0:00	FPE-2295	1017217752	34399	F	605	SABANETA	Superdry	FEMENINO	BUZO	1	0	299900	0
4/18/2022 0:00	1209RM 00018315	1017217898	44888	No Informado	209	ONLINE	Superdry	FEMENINO	BUZO	1	38985	220915	1
4/18/2022 0:00	1209RM 00018315	1017217898	44888	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
4/7/2022 0:00	FPE-721	1017218135	44658	No Informado	613	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	0	129900	1
4/7/2022 0:00	FPE-721	1017218135	44658	No Informado	613	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	0	129900	1
2/2/2022 0:00	FP -1828	1017218152	NULL	No Informado	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	149900	0
2/2/2022 0:00	FP -1828	1017218152	NULL	No Informado	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	139900	0
2/2/2022 0:00	FP -1828	1017218152	NULL	No Informado	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	139900	0
2/2/2022 0:00	FP -1828	1017218152	NULL	No Informado	622	BELLO	Superdry	MASCULINO	BUZO	1	94084	167940	0
6/17/2022 0:00	FPE-2092	1017218359	NULL	F	607	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	43664	65496	0
6/17/2022 0:00	FPE-2092	1017218359	NULL	F	607	MEDELLIN	Superdry	FEMENINO	TENIS	1	47025	70538	0
6/17/2022 0:00	FPE-2092	1017218359	NULL	F	607	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	43664	65496	0
6/17/2022 0:00	FPE-2092	1017218359	NULL	F	607	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	47026	70537	0
1/9/2022 0:00	FP -45825	1017218604	32507	M	602	MEDELLIN	Superdry	MASCULINO	BUZO	1	0	279900	1
1/9/2022 0:00	FP -45825	1017218604	32507	M	602	MEDELLIN	Superdry	MASCULINO	CHAQUETA	1	0	699900	1
1/9/2022 0:00	FP -45825	1017218604	32507	M	602	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	139900	1
1/9/2022 0:00	FP -45825	1017218604	32507	M	602	MEDELLIN	Superdry	MASCULINO	BUZO	1	0	419900	1
1/9/2022 0:00	FP -45825	1017218604	32507	M	602	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	99900	1
1/18/2022 0:00	1209RM 00014785	1017218672	44578	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
1/18/2022 0:00	1209RM 00014785	1017218672	44578	No Informado	209	ONLINE	Superdry	MASCULINO	BUZO	1	154950	154950	0
1/18/2022 0:00	1209RM 00014785	1017218672	44578	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	0
2/28/2022 0:00	1209RM 00016415	1017219367	44619	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	117563	22337	1
2/28/2022 0:00	1209RM 00016415	1017219367	44619	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	0	139900	1
2/28/2022 0:00	1209RM 00016415	1017219367	44619	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
3/5/2022 0:00	FPE-800	1017219798	44625	No Informado	609	ENVIGADO	Superdry	MASCULINO	BILLETERA	1	36941	65940	0
3/5/2022 0:00	FPE-800	1017219798	44625	No Informado	609	ENVIGADO	Superdry	MASCULINO	MORRAL	1	67193	119940	0
2/19/2022 0:00	FPE-509	1017220214	NULL	No Informado	602	MEDELLIN	Superdry	FEMENINO	CHAQUETA	1	0	529900	0
2/9/2022 0:00	FP -1940	1017220358	34486	No Informado	622	BELLO	Superdry	MASCULINO	BUZO	1	0	309900	0
2/9/2022 0:00	FP -1940	1017220358	34486	No Informado	622	BELLO	Superdry	MASCULINO	BUZO	1	0	279900	0
1/26/2022 0:00	FP -6803	1017220656	34872	F	613	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	71387	84950	0
3/19/2022 0:00	FPE-556	1017220953	44639	No Informado	613	MEDELLIN	Superdry	MASCULINO	BUZO	1	0	349900	1
1/10/2022 0:00	FP -11808	1017222436	44571	M	607	MEDELLIN	Superdry	MASCULINO	BUZO	1	0	299900	0
1/10/2022 0:00	FP -11808	1017222436	44571	M	607	MEDELLIN	Superdry	FEMENINO	CAMISETA	1	0	149900	0
1/5/2022 0:00	FPE-1447	1017222695	31751	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	0	139900	0
3/17/2022 0:00	1209RM 00017486	1017222959	44688	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
3/17/2022 0:00	1209RM 00017486	1017222959	44688	No Informado	209	ONLINE	Superdry	MASCULINO	CHAQUETA	1	93980	375920	1
2/24/2022 0:00	FPE-323	1017224009	NULL	F	613	MEDELLIN	Superdry	MASCULINO	GORRO	1	0	109900	0
6/4/2022 0:00	FPE-1840	1017224112	NULL	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	0	149900	1
1/8/2022 0:00	FP -81709	1017224317	32907	No Informado	414	MEDELLIN	Diesel	FEMENINO	CHAQUETA	1	0	1079900	0
1/8/2022 0:00	FP -81709	1017224317	32907	No Informado	414	MEDELLIN	Diesel	MASCULINO	GORRO	1	0	349900	0
5/7/2022 0:00	FPE-1008	1017224403	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	BILLETERA	1	15109	71920	1
6/8/2022 0:00	1209RM 00020275	1017224537	44719	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
6/8/2022 0:00	1209RM 00020275	1017224537	44719	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	0
6/8/2022 0:00	1209RM 00020275	1017224537	44719	No Informado	209	ONLINE	Superdry	MASCULINO	MORRAL	1	39980	159920	0
1/15/2022 0:00	FP -28591	1017224958	29486	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	58782	69950	0
1/15/2022 0:00	FP -28591	1017224958	29486	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	41975	49950	0
3/13/2022 0:00	FPE-946	1017224989	NULL	No Informado	602	MEDELLIN	Superdry	MASCULINO	BILLETERA	1	0	169900	0
3/20/2022 0:00	FPE-427	1017225005	33773	F	412	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	0	249900	0
3/21/2022 0:00	FPE-707	1017225438	34667	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	9235	98910	0
2/25/2022 0:00	FPE-874	1017225567	34662	M	607	MEDELLIN	Superdry	MASCULINO	MORRAL	1	0	175920	0
6/11/2022 0:00	FPE-3260	1017226007	NULL	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	0	159900	0
3/5/2022 0:00	FPE-1889	1017226304	36749	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	53748	95940	1
3/5/2022 0:00	FPE-1889	1017226304	36749	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	53748	95940	1
3/5/2022 0:00	FPE-1889	1017226304	36749	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	53748	95940	1
4/11/2022 0:00	FPE-516	1017226501	33957	F	412	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	899900	0
6/18/2022 0:00	FPE-1942	1017226548	NULL	M	411	MEDELLIN	Diesel	MASCULINO	FRAGANCIA	1	0	279900	1
5/8/2022 0:00	FPE-1025	1017227410	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	BUZO	1	47042	223920	0
2/5/2022 0:00	FP -6907	1017227527	44597	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	58782	69950	1
5/13/2022 0:00	1209RM 00019187	1017227664	44693	No Informado	209	ONLINE	Superdry	MASCULINO	MORRAL	1	39980	159919	1
5/13/2022 0:00	1209RM 00019187	1017227664	44693	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
5/13/2022 0:00	1209RM 00019187	1017227664	44693	No Informado	209	ONLINE	Superdry	MASCULINO	ROPA INTERIOR	1	31980	127921	1
5/13/2022 0:00	1209RM 00019143	1017227676	44693	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	1
5/13/2022 0:00	1209RM 00019143	1017227676	44693	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
5/13/2022 0:00	1209RM 00019143	1017227676	44693	No Informado	209	ONLINE	Superdry	FEMENINO	BUZO	1	59980	239921	1
1/21/2022 0:00	FPE-1525	1017228496	34768	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	0	129900	1
1/21/2022 0:00	FPE-1525	1017228496	34768	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	0	139900	1
1/21/2022 0:00	FPE-1525	1017228496	34768	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	0	149900	1
1/21/2022 0:00	FPE-1525	1017228496	34768	M	605	SABANETA	Superdry	MASCULINO	CAMISETA	1	0	149900	1
4/24/2022 0:00	FPE-1336	1017228877	44675	No Informado	609	ENVIGADO	Superdry	MASCULINO	BUZO	1	0	299900	0
1/6/2022 0:00	FP -12263	1017229550	44567	No Informado	609	ENVIGADO	Superdry	MASCULINO	BUZO	1	0	299900	1
1/13/2022 0:00	FP -6609	1017229842	34449	M	613	MEDELLIN	Superdry	FEMENINO	BUZO	1	94084	167940	0
1/13/2022 0:00	FP -6609	1017229842	34449	M	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	58782	69950	0
1/16/2022 0:00	FP -1566	1017230118	32556	M	622	BELLO	Superdry	MASCULINO	CAMISETA	1	58782	69950	1
1/16/2022 0:00	FP -1566	1017230118	32556	M	622	BELLO	Superdry	MASCULINO	CAMISETA	1	41975	49950	1
1/16/2022 0:00	FP -1566	1017230118	32556	M	622	BELLO	Superdry	MASCULINO	CAMISETA	1	58782	69950	1
5/4/2022 0:00	FPE-2703	1017230214	34818	M	605	SABANETA	Superdry	MASCULINO	BUZO	1	0	279900	1
5/4/2022 0:00	FPE-2703	1017230214	34818	M	605	SABANETA	Superdry	MASCULINO	BUZO	1	0	279900	1
4/20/2022 0:00	FPE-828	1017230230	44671	No Informado	613	MEDELLIN	Superdry	MASCULINO	BOLSO	1	0	109900	1
6/17/2022 0:00	FPE-2175	1017230306	NULL	No Informado	609	ENVIGADO	Superdry	MASCULINO	CAMISETA	1	50386	75581	0
2/28/2022 0:00	FPE-695	1017230338	34821	M	609	ENVIGADO	Superdry	MASCULINO	TENIS	1	0	329900	1
6/17/2022 0:00	1208RM 00023149	1017230405	44729	No Informado	208	ONLINE	Diesel	UNISEX	RELOJ	1	519960	779940	0
6/17/2022 0:00	1208RM 00023149	1017230405	44729	No Informado	208	ONLINE	Diesel	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
1/30/2022 0:00	FP -8265	1017231566	NULL	No Informado	606	MEDELLIN	Superdry	FEMENINO	CHAQUETA	1	0	499900	0
6/8/2022 0:00	FPE-1917	1017232094	29395	M	414	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	799900	1
6/25/2022 0:00	FPE-2623	1017232570	NULL	F	602	MEDELLIN	Superdry	FEMENINO	BUZO	1	0	239900	1
1/17/2022 0:00	1209RM 00014271	1017232913	44576	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	10000	1
1/17/2022 0:00	1209RM 00014271	1017232913	44576	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	69950	69949	1
1/17/2022 0:00	1209RM 00014271	1017232913	44576	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
6/17/2022 0:00	FPE-1303	1017232964	NULL	M	606	MEDELLIN	Superdry	MASCULINO	BUZO	1	100807	151210	0
6/17/2022 0:00	FPE-1303	1017232964	NULL	M	606	MEDELLIN	Superdry	MASCULINO	ROPA INTERIOR	1	40302	60455	0
6/20/2022 0:00	FPE-2226	1017233256	29406	No Informado	607	MEDELLIN	Superdry	FEMENINO	TENIS	1	50386	89940	1
2/4/2022 0:00	1208RM 00020261	1017233506	44595	No Informado	208	ONLINE	Diesel	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
2/4/2022 0:00	1208RM 00020261	1017233506	44595	No Informado	208	ONLINE	Diesel	MASCULINO	TENIS	1	0	699900	0
5/17/2022 0:00	FPE-1642	1017233540	NULL	F	414	MEDELLIN	Diesel	FEMENINO	TENIS	1	0	479900	0
6/14/2022 0:00	1209RM 00020349	1017233734	44725	No Informado	209	ONLINE	Superdry	MASCULINO	BUZO	1	0	279900	0
6/14/2022 0:00	1209RM 00020349	1017233734	44725	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	0
6/24/2022 0:00	FPE-991	1017234155	NULL	M	412	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	799900	0
1/23/2022 0:00	FP -22912	1017234391	34988	M	422	SABANETA	Diesel	MASCULINO	TENIS	1	0	599900	1
6/3/2022 0:00	FPE-1283	1017234393	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	0	109900	1
5/14/2022 0:00	FPE-2866	1017235147	NULL	No Informado	605	SABANETA	Superdry	MASCULINO	BUZO	1	0	279900	0
2/11/2022 0:00	FP -1972	1017235295	32567	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	0	149900	1
2/11/2022 0:00	FP -1972	1017235295	32567	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	54580	64950	1
2/11/2022 0:00	FP -1972	1017235295	32567	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	58782	69950	1
2/11/2022 0:00	FP -1972	1017235295	32567	F	622	BELLO	Superdry	MASCULINO	SANDALIAS	1	0	99900	1
1/5/2022 0:00	FPE-1449	1017235472	35115	F	605	SABANETA	Superdry	MASCULINO	BUZO	1	0	279900	1
4/22/2022 0:00	FPE-853	1017235917	44673	No Informado	613	MEDELLIN	Superdry	FEMENINO	BUZO	1	0	299900	0
4/5/2022 0:00	1209RM 00018060	1017235938	44665	No Informado	209	ONLINE	Superdry	MASCULINO	CAMISETA	1	64950	64950	1
4/5/2022 0:00	1209RM 00018060	1017235938	44665	No Informado	209	ONLINE	Superdry	NO APLICA	MATERIAL DE EMPAQUE	1	53	0	1
4/5/2022 0:00	1209RM 00018060	1017235938	44665	No Informado	209	ONLINE	Superdry	NO APLICA	NO APLICA	1	0	5000	1
6/17/2022 0:00	FPE-2403	1017236444	NULL	No Informado	602	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	50386	75581	0
6/17/2022 0:00	FPE-2403	1017236444	NULL	No Informado	602	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	50386	75581	0
6/17/2022 0:00	FPE-1642	1017237225	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	50386	75581	1
6/17/2022 0:00	FPE-1642	1017237225	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	50386	75581	1
6/17/2022 0:00	FPE-1642	1017237225	NULL	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	53748	80622	1
2/15/2022 0:00	FPE-360	1017237345	35294	M	430	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	549900	1
5/7/2022 0:00	FPE-1351	1017237461	NULL	M	622	BELLO	Superdry	MASCULINO	BUZO	1	58807	279920	1
4/30/2022 0:00	FP -29014	1017237755	35157	No Informado	605	SABANETA	Superdry	MASCULINO	BUZO	1	0	279900	0
1/29/2022 0:00	FP -68068	1017237839	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	126009	149950	0
6/4/2022 0:00	FPE-2083	1017238015	NULL	M	602	MEDELLIN	Superdry	FEMENINO	TENIS	1	0	359900	1
3/12/2022 0:00	FPE-573	1017238279	33393	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	0	149900	1
5/15/2022 0:00	FPE-1579	1017238741	NULL	No Informado	609	ENVIGADO	Superdry	MASCULINO	CHAQUETA	1	0	519900	1
3/25/2022 0:00	FPE-745	1017239985	36037	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	109900	0
3/25/2022 0:00	FPE-745	1017239985	36037	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	0	159900	0
1/3/2022 0:00	FP -11731	1017240066	29520	No Informado	607	MEDELLIN	Superdry	MASCULINO	BUZO	1	0	279900	1
